Device_ID,Temperature,Humidity,Battery_Level,Anomaly
Device_76,34.10951252187612,46.8392714397295,22,0
Device_77,30.435235341190857,56.15771149771142,77,0
Device_78,28.504963247670663,62.038844371688164,95,0
Device_79,30.45880388267751,48.60553724319001,21,0
Device_80,20.062155426995538,45.498107351485885,94,0
Device_81,57.012544921482565,50.005279588565976,7,1
Device_82,31.78556285755873,56.01206748929115,96,0
Device_83,37.38947022370758,35.56145183866458,95,0
Device_84,27.40864890863176,27.03819046862762,21,0
Device_85,25.95753198553406,44.494631505084165,26,0
Device_86,27.491214782077318,37.79287574085841,45,0
Device_87,34.57701058851037,44.91859802352689,95,0
Device_88,59.1533669908302,48.52219681182528,19,1
Device_89,54.39415339808946,45.467515909769865,8,1
Device_90,32.56633716556678,64.52467534470745,59,0
Device_91,30.4853877467402,53.2674476460232,79,0
Device_92,34.84322495266444,53.004743596108284,92,0
Device_93,26.489734530613237,56.22207144043402,51,0
Device_94,28.361689267011158,38.61166882219231,34,0
Device_95,28.039459234339212,60.391117874202685,32,0
Device_96,22.682425259339407,49.2423571346454,24,0
Device_97,31.48060138532288,56.70480617241213,94,0
Device_98,31.305276360899448,39.28142766959844,93,0
Device_99,30.025567283212304,34.46241233983936,71,0
Device_100,28.827064333124266,58.17889658025029,96,0
Device_101,48.32988570699514,53.76409526097517,9,1
Device_102,27.896773386173205,40.9794844564249,72,0
Device_103,28.286427417366152,41.303369187253054,69,0
Device_104,25.988613653891903,61.254347844147695,34,0
Device_105,29.193571441669953,38.10588107132672,26,0
Device_106,32.02025428407269,66.42672953255963,59,0
Device_107,39.43092950605265,40.99379265352131,47,0
Device_108,30.872889064159196,56.38391925608383,51,0
Device_109,66.27318173885479,46.71381524251015,0,1
Device_110,29.627770421169163,56.03187431082343,89,0
Device_111,20.406143923504793,44.558859978858074,84,0
Device_112,29.867430622753915,48.37207093927706,23,0
Device_113,30.301151049705133,50.40919175395721,30,0
Device_114,42.316210562426434,39.978125442185274,45,0
Device_115,29.038195176094387,57.408243454201255,80,0
Device_116,31.507736711668063,44.867864335284146,56,0
Device_117,29.826441151473784,47.714000846599816,42,0
Device_118,24.15660981190234,40.056506253914876,59,0
Device_119,62.81239961658297,24.376663412046895,11,1
Device_120,33.75966516343387,48.08972237399831,42,0
Device_121,33.95515973521523,74.12615421612915,35,0
Device_122,25.453062726026303,57.84604287898024,80,0
Device_123,37.013971554680495,49.80739620265605,87,0
Device_124,22.990744686038596,47.37109170791732,99,0
Device_125,32.93428546900135,50.22465892812046,50,0
Device_126,40.952278129049894,55.4711911517521,72,0
Device_127,25.04731837434656,38.19187184691155,44,0
Device_128,27.16851135198614,61.143216946688725,63,0
Device_129,30.498256825438204,57.15381315441244,31,0
Device_130,27.482621729419005,57.18185725707934,28,0
Device_131,22.246682844669337,54.38475738809727,31,0
Device_132,30.342814874030136,50.1961665769399,88,0
Device_133,24.688481431369475,56.7286123596682,73,0
Device_134,32.36796215317591,55.91814133741378,73,0
Device_135,25.402878828830985,46.45959289058976,47,0
Device_136,37.7496720250877,44.26398227103099,75,0
Device_137,26.083733538318814,51.01856295261987,88,0
Device_138,28.38969241897162,65.49020151495188,96,0
Device_139,34.06758608684835,37.60892924346099,77,0
Device_140,68.46662817870191,35.324747342475604,14,1
Device_141,31.137299673020646,51.647608412365166,94,0
Device_142,36.53571377141214,50.50887701856018,61,0
Device_143,21.96258382719386,51.73341664370408,57,0
Device_144,30.92316929266152,52.439531979085004,87,0
Device_145,60.15337588035354,47.76797745365195,10,1
Device_146,64.25093276924189,64.89863438602082,1,1
Device_147,23.81524644560959,33.99096021523484,90,0
Device_148,23.397716934578618,41.71502975219754,75,0
Device_149,32.60970782808449,48.96745239850953,91,0
Device_150,31.48492336616593,33.568111888458326,70,0
Device_151,31.252464251729382,48.241455955679285,93,0
Device_152,31.732241047484877,66.61470165728018,62,0
Device_153,63.106272269775964,50.20886488295962,15,1
Device_154,31.161268485805017,52.30700905718683,57,0
Device_155,31.465362366493405,37.3983523482742,34,0
Device_156,64.74574580837422,43.83638591960523,7,1
Device_157,59.104706119744264,46.24803619676063,6,1
Device_158,32.36916460455894,46.82284903243766,70,0
Device_159,24.043482513986756,62.81643795003769,29,0
Device_160,33.28276804316915,55.57691060725124,31,0
Device_161,25.126591648863393,38.88542043062968,23,0
Device_162,69.66679873857179,52.46504778432005,4,1
Device_163,61.283753993308935,54.98221748496785,15,1
Device_164,25.89658840824145,61.40149038521267,55,0
Device_165,34.816880646221605,65.80540686568374,44,0
Device_166,32.063904634682494,39.84905808172131,95,0
Device_167,50.08001658426522,41.89142488789662,1,1
Device_168,39.48396491326974,37.42422141085384,86,0
Device_169,28.773059419985646,47.659801408930186,28,0
Device_170,26.23131917821255,54.663583744463345,80,0
Device_171,25.552427851872384,59.87334516589102,72,0
Device_172,25.920948575172808,49.24048976357477,37,0
Device_173,29.614491452929478,46.80152476745156,62,0
Device_174,59.77249072309857,51.51757992248741,11,1
Device_175,64.95479093517831,41.64857098369977,11,1
Device_176,34.13591624518012,70.89538721694774,97,0
Device_177,30.065009459389536,33.923389728819416,23,0
Device_178,37.26767038578659,51.847405788957246,60,0
Device_179,28.67671583381022,70.2360621922964,64,0
Device_180,43.600845832948096,50.067998445599976,69,0
Device_181,58.48984488608618,48.099609649985055,18,1
Device_182,25.714212217918586,46.42554577189573,47,0
Device_183,24.64553750969444,48.19608318237592,61,0
Device_184,53.250371810693636,63.728484746765304,10,1
Device_185,57.724005475919206,27.88138088670493,12,1
Device_186,33.57000247046046,65.33433701296326,88,0
Device_187,32.366188122867726,35.76042847549855,20,0
Device_188,29.635855436715637,47.333476707655855,58,0
Device_189,25.766031409657977,45.707555797013384,36,0
Device_190,22.425763876570677,55.8855326977072,54,0
Device_191,27.767425239664895,34.01875648116253,65,0
Device_192,61.83657083992239,54.62172666081943,7,1
Device_193,31.07046872065102,70.24309623286852,58,0
Device_194,23.771306106440058,36.368259954071895,68,0
Device_195,30.86590462925591,51.89706167610396,81,0
Device_196,31.926586898644185,43.38017822203391,57,0
Device_197,25.580712818994336,54.25887206193036,42,0
Device_198,30.76862552972764,50.19147777415752,41,0
Device_199,30.29104359223,43.5851309095569,23,0
Device_200,24.285148510846884,54.87872284871074,68,0
Device_201,31.788936801741418,68.04348109786743,78,0
Device_202,32.803922631841175,48.09096208272701,92,0
Device_203,35.41525621587638,57.19757942148182,87,0
Device_204,35.26901026017451,37.06727042128836,90,0
Device_205,23.111653160214544,40.43563623181991,21,0
Device_206,25.310874800424386,54.72406277880377,68,0
Device_207,57.919862126745656,64.84116028535965,19,1
Device_208,60.93495104862332,53.5561334878566,1,1
Device_209,32.57523843153024,46.86941969476845,67,0
Device_210,49.26365745327361,49.99291405423354,70,0
Device_211,32.85445255346583,37.495922660302824,62,0
Device_212,35.677828200902994,56.045153263553665,74,0
Device_213,34.770008817466014,58.82333062323409,68,0
Device_214,59.778633400776755,45.4790966716692,10,1
Device_215,60.90147440251722,45.299578522404985,2,1
Device_216,33.79484610246634,52.658782296520485,96,0
Device_217,26.13587392731214,45.63280263959405,34,0
Device_218,28.815906966299956,49.338673853741774,46,0
Device_219,27.573182260854484,70.99721789166516,87,0
Device_220,30.409370696931614,47.52974299254004,99,0
Device_221,41.573292833367546,46.41659847978778,83,0
Device_222,20.66367403704126,43.52458194364841,49,0
Device_223,33.431300951872565,57.441919714999365,55,0
Device_224,21.936420644051744,48.18775826781897,86,0
Device_225,27.640340671052833,43.506269616785744,68,0
Device_226,35.44475298483683,63.21304032273012,95,0
Device_227,30.321400095477316,64.19603004513637,74,0
Device_228,24.61127611035347,43.99576434261295,75,0
Device_229,26.42348145370016,31.33460048639384,87,0
Device_230,33.39798874467338,60.07513689836922,63,0
Device_231,26.34816684141432,43.15370174239996,50,0
Device_232,31.082292947909874,57.90625599162769,77,0
Device_233,30.22785919951907,30.298961822881644,72,0
Device_234,55.92565925545328,58.92597338299309,13,1
Device_235,40.719720446626624,37.88828070719219,42,0
Device_236,33.169595111590056,57.307641190665244,47,0
Device_237,19.874287066711965,50.142730678364344,35,0
Device_238,30.93227157384714,40.460605806033556,56,0
Device_239,26.69106767615806,45.929636870732196,40,0
Device_240,56.83363647644864,56.86318456956701,18,1
Device_241,26.037396307836495,51.05894453115234,36,0
Device_242,29.426317792665504,55.844129804724844,56,0
Device_243,59.51619948406555,69.76440584515485,11,1
Device_244,34.32877597085061,34.357583882889486,38,0
Device_245,23.998517964721117,66.17212574968624,49,0
Device_246,28.327493820795258,51.04355937523213,64,0
Device_247,27.62527344419522,41.01215951676872,37,0
Device_248,26.73335383713144,36.696863742610105,97,0
Device_249,38.82727120140548,48.10879609222967,81,0
Device_250,32.024908554804774,59.2165011192446,55,0
Device_251,23.695580228324772,48.724508796224654,71,0
Device_252,34.58930973527388,65.11154930247348,38,0
Device_253,40.610780985063165,35.48824309948441,63,0
Device_254,35.16232630275574,49.87911052153945,26,0
Device_255,22.403150170229935,37.47606555586881,63,0
Device_256,27.578829635668743,53.63631882624968,87,0
Device_257,54.03986829008407,58.868873900973,2,1
Device_258,26.461652671906094,45.792382063189464,85,0
Device_259,32.219097140731144,23.95786143372866,88,0
Device_260,33.87317026714668,51.98948146796494,74,0
Device_261,25.365347642109583,54.367385517335094,29,0
Device_262,29.702373219691,54.042947549616976,61,0
Device_263,13.793663299654636,62.35782191822154,60,0
Device_264,24.878061793328552,39.28946320350951,96,0
Device_265,28.7371592430342,56.802161054504495,88,0
Device_266,23.761084090175753,61.92507512477975,29,0
Device_267,38.16205651965818,32.21412415993483,29,0
Device_268,22.849293110196836,53.19651825918977,79,0
Device_269,27.799777566515083,44.958201689923285,70,0
Device_270,30.653702886430455,49.18477326898354,40,0
Device_271,37.20636644533058,53.476764835383364,27,0
Device_272,22.8206892441028,45.12771435886448,84,0
Device_273,35.815818760774796,43.24291920838388,97,0
Device_274,30.051165305097935,50.34152417488025,49,0
Device_275,25.092456744760245,39.12754061137197,68,0
Device_276,32.31051737131635,39.141748711148146,28,0
Device_277,30.99529847786735,56.79373282956503,36,0
Device_278,26.998915614206027,38.51205964841344,88,0
Device_279,30.349010424950094,56.66312500909212,77,0
Device_280,28.0734320156912,54.62591292853951,76,0
Device_281,30.56758672625624,32.741932712094034,81,0
Device_282,60.08060448730327,43.22435347664345,4,1
Device_283,37.93008408072676,61.94109403047372,80,0
Device_284,23.810922505865754,40.18834468860318,59,0
Device_285,53.77756775055567,45.355957376906126,16,1
Device_286,20.23956100238749,54.62060893251896,62,0
Device_287,29.241074524822082,57.83390509282596,82,0
Device_288,32.94158603242288,47.48461113955504,38,0
Device_289,31.404959338675162,44.02489805308358,69,0
Device_290,26.88650240089703,64.22369861698508,52,0
Device_291,28.959388748213623,67.3889966379758,32,0
Device_292,27.534995326705836,59.788580507817954,97,0
Device_293,27.053176215278942,50.85318142565024,81,0
Device_294,34.24801048510513,41.91734278359074,62,0
Device_295,31.785077429825236,41.695555934434346,68,0
Device_296,26.535452023696728,55.22514105265758,55,0
Device_297,34.49799937716625,54.18398220888684,29,0
Device_298,31.536497604383047,64.01598592946429,25,0
Device_299,34.0643105941948,56.50450092536139,76,0
Device_300,33.14814420961806,34.96919698240182,20,0
Device_301,25.855024945389637,60.51947617722919,90,0
Device_302,27.199094799015153,40.01939372685587,77,0
Device_303,33.73646802561631,46.16028728047648,40,0
Device_304,33.05185132716733,52.502002062516944,99,0
Device_305,62.24913606863255,69.95667489783965,13,1
Device_306,30.58663691654391,81.09918556005361,39,0
Device_307,36.388324478942124,56.06723059136183,73,0
Device_308,27.04214305582085,48.168033812796125,44,0
Device_309,32.73548690585019,55.345056484805504,47,0
Device_310,28.98903673783053,58.87655425873836,24,0
Device_311,28.9115939838639,46.793323744428086,40,0
Device_312,35.49388425993595,67.95211355912322,37,0
Device_313,57.789814258050626,52.30070759191402,2,1
Device_314,34.06754818000319,54.97743089091394,89,0
Device_315,36.52739403577164,56.659242520544616,76,0
Device_316,30.105019208163796,54.21586610614456,38,0
Device_317,65.29065049366184,58.38940500469612,3,1
Device_318,28.44866621703272,43.82746813453077,22,0
Device_319,31.62083176244221,44.41698246053969,61,0
Device_320,67.16790031784146,38.99845767028305,15,1
Device_321,30.48497982496359,54.39501230620226,59,0
Device_322,32.975785127184565,57.78936503512114,86,0
Device_323,25.908896583832636,54.57772866151886,44,0
Device_324,40.4619363784273,66.74492433347538,74,0
Device_325,24.96991309250149,49.94403981170954,71,0
Device_326,23.92905693606134,56.687416555925125,63,0
Device_327,35.79055436750034,39.08299123860686,75,0
Device_328,33.95831346981468,46.12900297525599,74,0
Device_329,33.12059908526078,56.95537757565778,89,0
Device_330,33.1417275463214,58.491021107431436,96,0
Device_331,29.938766135765427,47.060330523358175,92,0
Device_332,25.51372814257084,49.28400748141933,85,0
Device_333,30.37902279096863,34.821262533191906,38,0
Device_334,26.61419144243944,46.42970799193391,26,0
Device_335,34.87559866708875,58.90383163519786,82,0
Device_336,29.264713092489306,55.75205016106566,61,0
Device_337,25.872514016037442,55.0066572138121,61,0
Device_338,28.393070791735035,50.4977368718096,78,0
Device_339,32.064657271378124,50.07063158628176,39,0
Device_340,27.181377235980126,43.39678860526553,92,0
Device_341,25.888898022167844,56.98828420202535,36,0
Device_342,31.218436057459563,54.2097294438939,46,0
Device_343,31.224832855543614,54.920188479927994,66,0
Device_344,27.46528412314435,44.739651573324196,21,0
Device_345,56.56127767156365,28.466570801287556,6,1
Device_346,31.16024968678818,60.97152711753696,81,0
Device_347,22.75957829251338,45.211625439915956,38,0
Device_348,22.962681128117225,41.372242359568794,36,0
Device_349,26.40777889373782,56.934789119139936,88,0
Device_350,64.73403783255935,46.0798736008087,10,1
Device_351,31.554537827990025,60.59936384046622,90,0
Device_352,37.37678108474776,56.17005949576698,58,0
Device_353,34.2882981160101,56.83569323200477,55,0
Device_354,29.200307350182864,36.340442887994655,59,0
Device_355,29.904918960486555,62.11943985386401,64,0
Device_356,24.987353176810956,52.61250531233856,23,0
Device_357,29.90743432003805,46.307228607537965,44,0
Device_358,28.55670680539931,51.43388467342251,88,0
Device_359,31.613592801690448,32.2376476710168,49,0
Device_360,25.863845282238387,54.08652811480671,95,0
Device_361,32.59673257120586,39.706284918179286,87,0
Device_362,37.66369456501289,36.47329714156466,48,0
Device_363,29.456199257715713,34.77640813782109,92,0
Device_364,32.00855861049471,61.12688374989925,87,0
Device_365,33.45071995855556,43.707366063072115,70,0
Device_366,27.993897640570818,65.337277099165,43,0
Device_367,60.275014680166876,44.64198536947702,0,1
Device_368,30.062962003908975,32.92642042407053,88,0
Device_369,30.48838049274416,38.83475560051341,37,0
Device_370,26.13495108072267,62.35811620006939,61,0
Device_371,30.122550871294713,48.441018220633325,76,0
Device_372,32.48999145622725,44.51712703509399,31,0
Device_373,37.25571803897521,51.60018225852788,36,0
Device_374,34.79635413042603,55.01782736167545,49,0
Device_375,64.45208761997635,61.17398815902461,6,1
Device_376,26.163262185559752,64.48499229892926,42,0
Device_377,34.36160318360339,46.40231354210914,20,0
Device_378,30.91671002869176,36.73952313917962,98,0
Device_379,40.94901466608836,45.86534838876724,51,0
Device_380,25.958508573224243,52.60280506582886,28,0
Device_381,25.801390789096118,40.36241073789389,34,0
Device_382,60.41578326356998,40.428490851049574,11,1
Device_383,69.23432957731248,53.437878815498856,15,1
Device_384,27.371224891596196,49.51347648429549,79,0
Device_385,26.20433669223151,50.327969954115865,54,0
Device_386,30.75196893238104,42.41504665299931,46,0
Device_387,31.708779878885796,47.69599285794233,95,0
Device_388,39.38085419607943,40.757668557316954,39,0
Device_389,34.75211919093025,58.90198411124787,84,0
Device_390,27.115481721687985,60.35249334723753,68,0
Device_391,25.50792664325821,31.538121377619063,20,0
Device_392,32.45959585753253,40.7048913980759,29,0
Device_393,23.398833964896788,35.03470744909921,66,0
Device_394,39.157293829271765,43.49976065593102,78,0
Device_395,35.897200603606436,49.16562030209639,81,0
Device_396,27.654121739476476,35.5035478030147,37,0
Device_397,21.434327354545612,40.78140186874687,65,0
Device_398,36.76936187082706,39.960426279185015,51,0
Device_399,29.42730077373691,52.07267329398944,46,0
Device_400,36.18908155986731,50.6934433703625,37,0
Device_401,22.027861706028165,42.78262446662747,58,0
Device_402,27.003124885231134,51.76820872139398,68,0
Device_403,30.026218498590914,44.533199154127345,63,0
Device_404,30.23490296882371,47.283448896739465,91,0
Device_405,27.74967264260378,66.73452090298537,73,0
Device_406,33.114249661737496,63.40461051790348,53,0
Device_407,24.661897853087027,37.004187630724026,90,0
Device_408,29.288102574893532,58.29732417879175,55,0
Device_409,30.601478158559495,58.11396554491592,37,0
Device_410,32.57219417029374,38.51736711247382,57,0
Device_411,33.558074390444446,58.18777643754861,78,0
Device_412,24.376789540810655,65.37931918412554,28,0
Device_413,22.32942914632189,38.77455193755586,92,0
Device_414,61.58956232549588,40.824971789857365,4,1
Device_415,31.661570059897958,60.17661466843502,70,0
Device_416,26.25756731721723,52.71495310825648,54,0
Device_417,37.75575987761262,55.514762752395235,24,0
Device_418,30.578373171464293,53.40589216400497,33,0
Device_419,35.89648592031913,53.90695920928144,49,0
Device_420,30.337592407050543,36.73527871688917,23,0
Device_421,40.303739624409936,60.47317706621448,58,0
Device_422,38.77670421221602,61.69589992427774,83,0
Device_423,28.75517925760463,47.70609255931972,44,0
Device_424,34.85785475477178,49.56523050186138,47,0
Device_425,63.66674116344519,34.68892497444278,11,1
Device_426,36.843157787661745,55.14254756017835,85,0
Device_427,25.17538269709948,55.72057441714144,97,0
Device_428,33.4302572999922,49.37808983000689,41,0
Device_429,35.292122434247936,61.24353359870503,50,0
Device_430,21.20630256788443,46.659227690200595,42,0
Device_431,24.083707436671126,55.646059258936006,67,0
Device_432,19.803839111199498,39.80335661307885,39,0
Device_433,28.652965827777212,49.76447849125762,57,0
Device_434,56.38045905422863,48.25645742097164,9,1
Device_435,37.51178526048014,52.25307922040942,87,0
Device_436,30.370473902098876,46.304730711666416,98,0
Device_437,38.14307772785646,48.68527404328332,20,0
Device_438,57.135130033658875,58.26047171441506,12,1
Device_439,21.483087803224226,45.63235762761782,76,0
Device_440,29.722261505516904,33.93422899261321,31,0
Device_441,31.920327244696537,67.4958390420542,24,0
Device_442,29.836526259529535,63.814540786904864,69,0
Device_443,64.95231378837546,37.07737304894381,18,1
Device_444,29.55439980243606,56.897078052451945,31,0
Device_445,23.477652497475734,44.97025229448657,37,0
Device_446,33.348362744150194,52.634872153310596,85,0
Device_447,31.83299123048424,52.94224129013494,93,0
Device_448,25.300601068363225,47.65592199683678,98,0
Device_449,27.430665413316532,42.16234334413603,36,0
Device_450,24.70393239055524,43.094589476837406,87,0
Device_451,29.68660451363414,40.83808084518758,90,0
Device_452,58.337541530900495,41.681777917695555,9,1
Device_453,25.07136976832228,49.328217099506446,60,0
Device_454,32.52023257758922,42.842400108892484,53,0
Device_455,27.348711908137794,56.820520657126195,89,0
Device_456,26.03563583868828,64.87246155335927,64,0
Device_457,29.464848200227213,44.19946758629957,77,0
Device_458,24.82378838790313,52.39404500535377,70,0
Device_459,27.23175347326409,54.996851103029336,53,0
Device_460,24.010610537055758,54.72002270919275,63,0
Device_461,39.82362566458195,50.759552679160876,34,0
Device_462,30.176317759858645,57.426824183597226,97,0
Device_463,59.836034327760295,54.82248952680657,2,1
Device_464,31.06989955367111,37.62337577672702,69,0
Device_465,29.43835975154585,58.69156064389273,51,0
Device_466,28.895152002333884,58.872908372667425,86,0
Device_467,59.58732305339571,42.367138958214184,4,1
Device_468,33.787538550236526,50.37937835447602,93,0
Device_469,27.34749426194736,56.833289928110695,70,0
Device_470,27.1209087967766,47.906861804206386,86,0
Device_471,28.62474151424178,60.729780477660114,95,0
Device_472,18.490394176322077,73.6387249461936,67,0
Device_473,22.42404468900724,42.140139673650175,36,0
Device_474,36.83437133722262,36.18955396846225,26,0
Device_475,59.6635106082822,53.03818595604876,15,1
Device_476,28.75481980221811,57.21562505126143,85,0
Device_477,32.88278481527883,47.69133626155231,23,0
Device_478,31.556250772717682,64.53260663321035,29,0
Device_479,45.39440404227619,36.613942002767516,36,0
Device_480,35.59787455717289,56.92918623031611,71,0
Device_481,29.360412042596167,43.94139179241107,25,0
Device_482,25.22229779699787,67.19377906207296,88,0
Device_483,21.96776839871214,69.92515353168119,93,0
Device_484,31.017318179336115,42.33343412216652,28,0
Device_485,26.218246273578483,44.5044286409142,96,0
Device_486,22.88873145201163,58.59587886979802,40,0
Device_487,26.767135578787368,46.12869350210485,43,0
Device_488,24.592259981928024,49.54588782067762,23,0
Device_489,38.43570817536282,50.2538842054241,43,0
Device_490,34.408198784747256,30.803268438023437,78,0
Device_491,29.960136793416915,49.86162253905763,22,0
Device_492,37.39972069445013,43.10272225935826,87,0
Device_493,30.38684153823809,45.06877177600228,59,0
Device_494,25.69357899335868,64.43632003468814,67,0
Device_495,37.61562038634828,37.434931057207436,73,0
Device_496,32.694550218423295,58.132051867479774,54,0
Device_497,24.81376922836772,47.21037069668191,75,0
Device_498,29.04830660958196,47.202398315041656,59,0
Device_499,57.518612334551506,57.90371896051711,15,1
Device_500,23.086001345178317,53.4005129456889,87,0
Device_501,34.630887737658206,55.70612997219531,65,0
Device_502,39.54708320235065,59.68184660532861,97,0
Device_503,23.007162130904295,46.686916168166775,32,0
Device_504,32.81484618345286,43.87763265492249,46,0
Device_505,26.746787154390866,39.148494734422016,25,0
Device_506,27.56437308117652,41.74589470021045,36,0
Device_507,27.038030378805654,79.49094425308725,55,0
Device_508,68.57082178707779,62.44679580736786,1,1
Device_509,30.242608139724133,36.489256337919784,96,0
Device_510,25.84524941794481,36.7754204325643,71,0
Device_511,31.352284128899193,54.81866061718492,85,0
Device_512,29.748809452754315,55.47264797377967,71,0
Device_513,28.80525976566795,55.48883835317365,62,0
Device_514,25.46218168979201,47.45044206446302,41,0
Device_515,27.116143347158335,48.745457399970995,74,0
Device_516,33.77695612912878,53.27879524159357,86,0
Device_517,32.504585938121906,50.858930062933304,79,0
Device_518,25.112223776007244,27.80699627252465,77,0
Device_519,30.49666152714613,47.70200369424806,31,0
Device_520,33.75693561685895,41.485935657396865,88,0
Device_521,41.51689047155331,51.75211418908512,18,1
Device_522,60.37624287383174,79.85259002603411,11,1
Device_523,26.686881205270765,53.67481665474304,60,0
Device_524,32.852993342965796,46.86470313827602,76,0
Device_525,26.183704217287417,59.21801501977252,72,0
Device_526,20.975589496677404,54.826878872092124,31,0
Device_527,59.3260007395326,54.200944904518416,17,1
Device_528,30.24042473330691,56.06850593215671,93,0
Device_529,31.29861250860741,70.56543564829542,76,0
Device_530,25.478416874477958,38.69111564674084,59,0
Device_531,33.19296229388687,54.736320768114545,99,0
Device_532,21.6923996886552,40.73618870018461,64,0
Device_533,29.66960100676342,55.55512646342248,54,0
Device_534,23.944919001187717,40.81313488513906,22,0
Device_535,26.740819460989204,45.82633186394916,24,0
Device_536,30.23699335658207,47.049100857620935,30,0
Device_537,25.69793317358024,59.75816719344709,90,0
Device_538,28.077222278850872,59.18454443942414,75,0
Device_539,35.0314640460722,37.542826235536154,29,0
Device_540,27.115540652384254,50.54934110999849,53,0
Device_541,51.520189958113704,42.904201452508275,13,1
Device_542,55.8493329470977,37.414950893246655,13,1
Device_543,64.81356048031893,47.82982949575629,4,1
Device_544,37.207843103289505,46.915172115441806,94,0
Device_545,17.641777499363553,74.26716486345522,90,0
Device_546,26.015523722647615,54.32959825360696,85,0
Device_547,32.8853606359027,36.22382499245763,89,0
Device_548,53.92920622482669,44.352259958290574,15,1
Device_549,31.855729366856544,60.213832954293984,82,0
Device_550,26.980074066420897,70.88442772869925,51,0
Device_551,60.3863631383683,34.140166877620416,12,1
Device_552,29.221613823039604,31.20075614860955,76,0
Device_553,35.838910308299035,68.70965175371782,69,0
Device_554,31.272104216506065,53.89614177370904,99,0
Device_555,31.68801331037601,41.31707268123634,44,0
Device_556,27.940615169387662,55.346290861224354,31,0
Device_557,27.561968879637533,23.64252260983122,90,0
